117,X,,,25.04.2013,"","CS, HCR, PK","jQuery, Performance, Links",
116,X,,,16.04.2013,"Gunnar Bittersmann, Sven Wolfermann","CS, PK, SB","Konferenzen, Motion Design, IDs versus Classes",
115,X,,,10.04.2013,"Marc Hinse","HCR, RR","Browsertriebwerke, RWD und Steinzeitmalerei",
114,X,,,07.04.2013,"Andreas Dantz","CS, PK","<template>, Appcache, asm.js versus Bytecode",
113,X,,,29.03.2013,"","HCR, RR","jQuery vom CDN und Resize Events auf DOM Elementen",
112,X,,,19.03.2013,"","CS, PK","Glücksrad und Links",
111,X,,,16.03.2013,"Frederic Hemberger","CS, PK","Performance-Proxy, Media Queries Level 4, http-client-hints",
110,X,,,05.03.2013,"","HCR, PK, RR","Rendering Performance",
109,X,,,01.03.2013,"Andreas Dantz","KL, RR","Counter Styles, mobile Betriebssysteme, HTML5-Linkelemente",
108,X,,,20.02.2013,"asciidisco","CS, HCR","asm.js, UA Sniffing und Operas Wechsel zu WebKit",
107,X,,,13.02.2013,"","AH, CS, HCR, PK","Unresponsive Design, Docsprint und ein paar Links",
106,X,,,08.02.2013,"Frederic Hemberger","HCR, KL","modern.IE, Textbalance und der ES5 Strict Mode",
105,X,,,30.01.2013,"asciidisco","CS, PK","CSS-Performance, Web Workers und ein paar Links",
104,X,,,23.01.2013,"Andre Jay Meissner","CS, HCR, PK","Open Device Labs und Webplatform.org-Docsprints",
103,X,,,17.01.2013,"","HCR, KL, PK, RR","Keine Themen",
102,X,,,11.01.2013,"","CS, HCR, PK, RR","Templates, JPEGs, JavaScript und OpenSource",
101,X,,,19.12.2012,"","CS, HCR, PK, RR","Canvas, HTML5, Damals",
100,X,,,12.12.2012,"Paul Irish","CS, HCR, KL, RR","Anniversary with Paul Irish",
99,X,,,06.12.2012,"Frederic Hemberger, Marc Hinse","HCR, KL, PK","ProcessWire, Sueddeutsche.de und mehr",
98,X,,,28.11.2012,"","CS, HCR, PK","IE10, HTML5 und CSS",
97,X,,,25.11.2012,"Bruce Lawson, David Maciejewski","AH, CS, HCR, RR","beyond tellerrand 2012 & Interview mit Bruce Lawson",
96,X,,,14.11.2012,"","HCR, PK, RR","News, HTML5 und Links",
95,X,,,06.11.2012,"Marco Zehe","CS, RR","Vanilla Web und Accessibility",
94,X,,,01.11.2012,"","CS, HCR, KL, RR","Test The Web Forward!",
93,X,,,26.10.2012,"Christopher Zillgens","CS, HCR, KL","Farbkontraste und die volle Responsive Dröhnung!",
92,X,,,17.10.2012,"Dirk Jesse","HCR, KL, PK","Firefox, Fullscreen API und Thinkin’ Tags",
91,X,,,11.10.2012,"","CS, HCR, RR","Konferenzen und HiDPI Bilder",
90,X,,,10.10.2012,"Frederic Hemberger, asciidisco","AH, PK",".mobi-Gate, Persona und TypeScript",
89,X,,,27.09.2012,"","HCR, KL, PK, RR","Mobile, Frameworks, iOS 6",
88,X,,,15.09.2012,"","CS, HCR, KL, RR","Opus Codec, hot CSS Specs und Bower",
87,X,,,11.09.2012,"","HCR, KL, RR","Position Sticky",
